processo,uf,municipio,parecer_licitacao,modo_processamento,numeroItem,descricao,classificacao,grau_confianca,produto_referencia,categoria_portfolio,subcategoria_portfolio,motivos_pro,motivos_contra,sinais_lexicais,observacao
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,7,"LOTE 01 - NITROGENIO, FORNECIDO EM CILINDROS DE 9 M3 A 10 M3. UNIDADE: M",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,8,LOTE 01 - OXIGENIO LiQUIDO MEDICINAL,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,9,"LOTE 01 - LOCACAO DE CILINDRO PARA OXIGENIO,CAPACIDADE  DE 1M",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,10,"LOTE 01 - LOCACAO DE CILINDRO PARA OXIGENIO,CAPACIDADE  DE 10M.",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,11,"LOTE 01 - LOCACAO DE CILINDRO PARA AR COMPRIMIDO MEDICINAL, CAPACIDADE DE 6M A 10M",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,12,"LOTE 01 - LOCACAO DE CILINDRO DE GAS CARBONICO (CO2), CAPACIDADE DE 15 A 33 KG",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,13,"LOTE 01 - LOCACAO DE CILINDRO DE OXIDO NITROSO (N2O), CAPACIDADE DE 15 A 33 KG",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,14,LOTE 01 - LOCACAO DE CILINDRO DE OXIDO NITRICO,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,15,LOTE 01 - LOCACAO DE CILINDRO PARA NITROGENIO CAPACIDADE 10M,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,16,LOTE 01 - LOCACAO DE TANQUE DE OXIGENIO LiQUIDO MEDICINAL,NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
18715391000196-1-000227/2025,MG,Betim,NAO_ADERENTE,pre_filtro,17,"LOTE 01 - GAS OXIGENIO MEDICINAL, CILINDRO DE 02 M DE ALUMiNIO",NAO_ADERENTE,0.85,,,,,"Pré-filtro heurístico: score=-2. Termos negativos: ['oxigenio medicinal', 'gases medicinais']. Contexto dominante claramente não-aderente ao portfólio da Resgatécnica.",,Classificado por pré-filtro heurístico sem análise LLM.
04842827000101-1-000013/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,1,"GAS LIQUEFEITO DE PETROLEO (GLP) P13KG:Cilindro com gas liquefeito de petroleo (GLP). Composicao basica de propano ebutano, altamente toxico e inflamavel, tipo agranel e residencial, acondicionado embotijao. Condicao de conservacao deve estarem conformidade com as resolucoespertinentes. Unidade de fornecimento.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
04842827000101-1-000013/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,2,"GAS LIQUEFEITO GLP P45KG Cilindro com gas liquefeito de petroleo (GLP). Composicao basica de propano e butano, altamente toxico e inflamavel, tipo a granel e comercial, acondicionado em botijao. Condicao de conservacao deve estar em conformidade com as resolucoes pertinentes. Unidade de fornecimento.:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
04842827000101-1-000013/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,3,"MANGOTE PARA BOTIJAO P45: Mangote para instalacao de gas em botijoes P45, saida com terminal roscado de 7/8, rosca esquerda x 7/8 confeccionado em latao e mangueira lonada de alta pressao. Dimensao: 50cm de comprimento.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
04842827000101-1-000013/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,4,"MANGUEIRA GLP:Mangueira em PVC, para gas liquefeito de petroleo, transparente com tarja amarela, pressao de trabalho de 1.200Lbs. Dimensoes 10mm de diametro x 4mm de parede.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
04842827000101-1-000013/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,5,"REGISTRO PARA BOTIJAO DE GAS:Regulador de gas em aluminio fundido, rosca 3/8, fechamento manual.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
04842827000101-1-000018/2026,MG,Bocaiúva,NAO_ADERENTE,llm,5,CEFTRIAXONA 1G PO LIOFILIZADO INJ.IV:,NAO_ADERENTE,0.99,,,,,Medicamento injetável de rotina | Mercado farmacêutico hospitalar genérico,,
04842827000101-1-000018/2026,MG,Bocaiúva,NAO_ADERENTE,llm,33,TENOXICAM 40MG PO LIOFILIZADO INJ. IV/IM:,NAO_ADERENTE,0.99,,,,,Medicamento injetável de rotina | Mercado farmacêutico hospitalar genérico,,
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,1,"AGULHA CROCHE NUMERO 1,75:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,2,AGULHA PARA CROCHE 04:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,3,AGULHA PARA CROCHE 06:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,4,AGULHA PARA CROCHE 08:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,5,"AGULHA PARA CROCHE (1,25 MM):",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,6,"AGULHA PARA TRICO 4,5:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,7,AGULHA SEM PONTA DE N 24:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,8,AGULHA SEM PONTA DE N 26:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,9,"ARAME FLORAL N 18:Nas cores: verde ou branco, com 10 metros.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,10,"ARAME FLORAL N 20:Nas cores verde ou branco, com 10 metros.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,11,"ARGOLA GROSSA COM CORRENTE 2,5 CM:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,12,BARBANTE CRU N 08 1KG:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,13,BARBANTE CRU PARA SACARIA COM 1000 METROS:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,14,BARBANTE N04 600 GRAMAS CORES VARIADAS:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,15,"BARBANTE N4, ROLO CORES VARIADAS 1KG:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,16,"BARBANTE N6, ROLO CORES VARIADAS 1KG:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,17,BASTIDORES DE MDF N 16:COM REGULADOR.,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,18,BASTIDORES DE MDF N 18:COM REGULADOR.,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,19,BASTIDORES DE MDF N 20:COM REGULADOR.,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,20,"BORDADO INGLES 13,7MT X 9,5CM DE ALTURA, COR BRANCO:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,21,BOTOES DECORATIVOS:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,22,"BROCHINHA REDONDA N 2 PARA PINTURA EM TECIDO:CERDA NATURAL, CABO DE MADEIRA.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,23,"CAIXAS DE MDF, PEQUENA (15CM X 15CM X 5):",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,24,"CAIXAS DE MDF, REDONDA (20CM DE DIAMETRO X 6 CM DE ALTURA): OU MEDIDA APROXIMADA.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,25,"CANHAMO FINO BEGE COM 1,40 LARGURA:COM NO MINIMO 1,40 DE LARGURA.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,26,CARRETEL GRANDE DE LINHA PARA COSTURA COR BRANCA 120 COM 1500 JARDAS:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,27,COLA PERMANENTE 250 ML:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,28,CORDAO METALIZADO 1 MM COM 50 METROS:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,29,ELASTICO NA COR BRANCA 5MM DE LARGURA APROXIMADAMENTE:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,30,"ETAMINE 1,40 LARGURA:Tecido com no minimo 1,40 de largura.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,31,"FITA DE CETIM 2,5 CM COM 10 METROS CORES VARIADAS:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,32,FITA DE CETIM 6CM COM 10 METROS CORES VARIADAS:COM NO MINIMO 6CM,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,33,"FITA DE CETIM N 5 (22MM) 100% POLIESTER, CORES VARIADAS , PECA COM 50 METROS:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,34,"FITA DECORADA DE TECIDO XADREZ CORES VARIADAS:Nas cores: vermelho e verde, azul e vermelho, dourada, 30mm.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,35,"FITA DE TECIDO DECORADA LARGA CORES VARIADAS, 22MM:",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,36,FITA FLORAL VERDE E MARROM:COM NO MINIMO 27 METROS.,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,37,fita metrica p/ IMC:para IMC,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,38,GUARDANAPOS DE PAPEL PARA DECOUPAGY:COM 2 UNIDADES.,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,39,IMA PARA ARTESANATOS COM 1 METRO:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,40,LA PARA TAPECARIA 100GR CORES VARIADAS:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,41,LINHA DE ALGODAO PARA CROCHE FINA COM 1000 METROS CORES VARIADAS:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,42,LINHA DE COSTURA RETA N 120:COM 1500 JARDAS.,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,43,LINHA PARA COSTURA OVERLOQUE COM 500 GRAMAS BRANCO/ PRETO/ VERMELHO:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,44,LINHA PARA PONTO CRUZ COM 8 METROS CORES VARIADAS:(MEADA DE FIO PARA BORDAR 100% ALGODAO).,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,45,LINHA RABO DE GATO :CORES VARIADAS ( FIO DE SEDA ROLO COM 50 METROS LARGURA: 2MM. COMPOSICAO 100% POLIESTER VARIAS CORES),NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,46,MASSA DE BISCUIT EMBALAGEM CONTENDO NO MINIMO 1KG:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,47,"NOVELO DE LINHA PARA CROCHE, 1000 M, COR N 1236 (AMARELO):",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,48,"NOVELO DE LINHA PARA CROCHE, 1000 M, COR N 2194 (AZUL MAR):",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,49,"NOVELO DE LINHA PARA CROCHE, 1000 M, COR N 3182 (ROSA CLARO):",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000016/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,50,"NOVELO DE LINHA PARA CROCHE, 1000 M, COR N 3578 (VERMELHO):",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000019/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,1,ADUBO 200520 - SACO DE 50KG:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000019/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,2,ADUBO NITROGENADO SULFATO DE AMONIA SC 50KG:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000019/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,3,"FUNGICIDA AGRICOLA PARA USO EM GRAMADOS ESPORTIVOS:Apresentacao: Liquido ConcentradoComposicao: Produto formulado a base de principios ativos pertencentes aos grupos quimicos triazois e estrobilurinas, com acao sistemica e de contato.Finalidade: Controle preventivo e curativo de doencas fungicas em gramados, como ferrugem, mancha parda e outras doencas foliares.Modo de aplicacao: pulverizacao foli…",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000022/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,1,CAPACITOR DE AR CONDICIONADO:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18803072000132-1-000022/2026,MG,Bocaiúva,NAO_ADERENTE,meepp,2,COMPRESSOR DE AR CONDICIONADO:,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
